rdfid,concept,weight,direction,content_type,topic_name,order
SELECT-FROM-WHERE_question2,Tuple,1,0,question,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question4,StringType,1,1,question,SELECT-FROM-WHERE,180
DataSelection9,SelectClause,1,0,example,SELECT-FROM-WHERE,180
DataSelection6,FromClause,1,0,example,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question1,DomainType,1,1,question,SELECT-FROM-WHERE,180
DataSelection13,StringType,1,0,example,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question2,MultipleAttributeSelection,1,0,question,SELECT-FROM-WHERE,180
DataSelection15,DateTimeType,1,0,example,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question4,EqualComparison,1,1,question,SELECT-FROM-WHERE,180
DataSelection9,MultipleTableSelection,1,1,example,SELECT-FROM-WHERE,180
DataSelection6,WhereClause,1,0,example,SELECT-FROM-WHERE,180
DataSelection13,EqualComparison,1,0,example,SELECT-FROM-WHERE,180
DataSelection15,BetweenPredicate,1,0,example,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question4,SELECT-FROM-WHERE,0.38,1,question,SELECT-FROM-WHERE,180
DataSelection8,LessThanComparison,1,0,example,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question5,AttributeName,1,0,question,SELECT-FROM-WHERE,180
DataSelecton11,AttributeName,1,0,example,SELECT-FROM-WHERE,180
DataSelection15,NotLogicOperation,1,1,example,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question3,FromClause,1,0,question,SELECT-FROM-WHERE,180
DataSelection8,SelectClause,1,0,example,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question5,Tuple,1,0,question,SELECT-FROM-WHERE,180
DataSelecton11,GreaterThanComparison,1,0,example,SELECT-FROM-WHERE,180
DataSelection14,SelectClause,1,0,example,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question3,WhereClause,1,1,question,SELECT-FROM-WHERE,180
DataSelection8,NullValueIgnorance,1,1,example,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question5,NotEqualComparison,1,1,question,SELECT-FROM-WHERE,180
DataSelecton11,SingleTableSelection,1,0,example,SELECT-FROM-WHERE,180
DataSelection7,AllAttributeSelection,1,0,example,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question1,FromClause,1,0,question,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question3,DomainType,1,0,question,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question4,AttributeName,1,0,question,SELECT-FROM-WHERE,180
DataSelecton11,FixedLengthCharacterString,1,1,example,SELECT-FROM-WHERE,180
DataSelection7,WhereClause,1,0,example,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question1,StringType,1,1,question,SELECT-FROM-WHERE,180
DataSelection14,NotLogicOperation,1,1,example,SELECT-FROM-WHERE,180
Pattern_Matching_question3,"Pattern Matching",0.38,1,question,"Pattern Matching",200
Pattern_Matching_question5,DomainType,1,0,question,"Pattern Matching",200
Pattern_Matching_question1,DomainType,1,0,question,"Pattern Matching",200
DataSelection17,SingleQuotationCharacter,1,0,example,"Pattern Matching",200
Pattern_Matching_question2,LikePredicate,1,1,question,"Pattern Matching",200
Pattern_Matching_question4,FromClause,1,0,question,"Pattern Matching",200
DataSelection17,PercentCharacter,1,0,example,"Pattern Matching",200
Pattern_Matching_question2,SubstringMatching,1,1,question,"Pattern Matching",200
Pattern_Matching_question4,WhereClause,1,0,question,"Pattern Matching",200
DataSelection17,SetOperation,1,1,example,"Pattern Matching",200
Pattern_Matching_question2,"Pattern Matching",0.38,1,question,"Pattern Matching",200
Pattern_Matching_question4,SingleAttributeSelection,1,0,question,"Pattern Matching",200
Pattern_Matching_question5,FromClause,1,0,question,"Pattern Matching",200
Pattern_Matching_question1,LikePredicate,1,1,question,"Pattern Matching",200
Pattern_Matching_question3,FromClause,1,0,question,"Pattern Matching",200
Pattern_Matching_question5,WhereClause,1,0,question,"Pattern Matching",200
Pattern_Matching_question3,PercentCharacter,1,1,question,"Pattern Matching",200
Pattern_Matching_question3,MultipleAttributeSelection,1,1,question,"Pattern Matching",200
Pattern_Matching_question5,SingleTableSelection,1,0,question,"Pattern Matching",200
Pattern_Matching_question1,SingleTableSelection,1,0,question,"Pattern Matching",200
Pattern_Matching_question2,FromClause,1,0,question,"Pattern Matching",200
Pattern_Matching_question4,AttributeName,1,0,question,"Pattern Matching",200
DataSelection17,LikePredicate,1,0,example,"Pattern Matching",200
Pattern_Matching_question2,WhereClause,1,0,question,"Pattern Matching",200
Pattern_Matching_question4,StringType,1,0,question,"Pattern Matching",200
DataSelection17,SingleAttributeSelection,1,0,example,"Pattern Matching",200
Pattern_Matching_question2,SingleAttributeSelection,1,1,question,"Pattern Matching",200
Pattern_Matching_question4,AndLogicOperation,1,1,question,"Pattern Matching",200
Pattern_Matching_question5,AttributeName,1,0,question,"Pattern Matching",200
Pattern_Matching_question1,FromClause,1,0,question,"Pattern Matching",200
Pattern_Matching_question3,AttributeName,1,0,question,"Pattern Matching",200
Pattern_Matching_question5,StringType,1,0,question,"Pattern Matching",200
Pattern_Matching_question1,WhereClause,1,0,question,"Pattern Matching",200
Pattern_Matching_question3,LikePredicate,1,1,question,"Pattern Matching",200
Pattern_Matching_question3,StringPatternMatching,1,1,question,"Pattern Matching",200
Pattern_Matching_question5,StringPatternMatching,1,1,question,"Pattern Matching",200
Pattern_Matching_question2,AttributeName,1,0,question,"Pattern Matching",200
Pattern_Matching_question5,"Pattern Matching",0.38,1,question,"Pattern Matching",200
Pattern_Matching_question1,"Pattern Matching",0.38,1,question,"Pattern Matching",200
DataSelection17,FromClause,1,0,example,"Pattern Matching",200
Pattern_Matching_question2,StringType,1,0,question,"Pattern Matching",200
Pattern_Matching_question4,SelectStatement,1,0,question,"Pattern Matching",200
DataSelection17,SelectClause,1,0,example,"Pattern Matching",200
Pattern_Matching_question2,StringPatternMatching,1,1,question,"Pattern Matching",200
Pattern_Matching_question4,SubstringMatching,1,1,question,"Pattern Matching",200
DataSelection17,GreaterThanOrEqualToComparison,1,1,example,"Pattern Matching",200
Pattern_Matching_question1,AttributeName,1,0,question,"Pattern Matching",200
Pattern_Matching_question4,DomainType,1,0,question,"Pattern Matching",200
Pattern_Matching_question5,SelectStatement,1,0,question,"Pattern Matching",200
Pattern_Matching_question1,StringType,1,0,question,"Pattern Matching",200
Pattern_Matching_question3,SelectStatement,1,0,question,"Pattern Matching",200
Pattern_Matching_question3,WhereClause,1,0,question,"Pattern Matching",200
Pattern_Matching_question5,OrLogicalOperator,1,0,question,"Pattern Matching",200
Pattern_Matching_question3,DomainType,1,0,question,"Pattern Matching",200
Pattern_Matching_question5,MultipleAttributeSelection,1,0,question,"Pattern Matching",200
Pattern_Matching_question1,AllAttributeSelection,1,0,question,"Pattern Matching",200
Pattern_Matching_question2,SelectStatement,1,0,question,"Pattern Matching",200
Pattern_Matching_question4,SingleQuotationCharacter,1,0,question,"Pattern Matching",200
DataSelection17,StringType,1,0,example,"Pattern Matching",200
Pattern_Matching_question2,SingleAttributeSelection,1,0,question,"Pattern Matching",200
Pattern_Matching_question4,PercentCharacter,1,1,question,"Pattern Matching",200
DataSelection17,SingleTableSelection,1,0,example,"Pattern Matching",200
Pattern_Matching_question2,DomainType,1,0,question,"Pattern Matching",200
Pattern_Matching_question4,SingleTableSelection,1,0,question,"Pattern Matching",200
Pattern_Matching_question5,SingleQuotationCharacter,1,0,question,"Pattern Matching",200
Pattern_Matching_question1,SelectStatement,1,0,question,"Pattern Matching",200
Pattern_Matching_question3,SingleQuotationCharacter,1,0,question,"Pattern Matching",200
Pattern_Matching_question5,PercentCharacter,1,1,question,"Pattern Matching",200
Pattern_Matching_question1,SubstringMatching,1,1,question,"Pattern Matching",200
Pattern_Matching_question3,StringType,1,0,question,"Pattern Matching",200
Pattern_Matching_question3,SingleTableSelection,1,0,question,"Pattern Matching",200
Pattern_Matching_question5,OrLogicOperation,1,1,question,"Pattern Matching",200
Pattern_Matching_question1,StringPatternMatching,1,1,question,"Pattern Matching",200
Pattern_Matching_question2,SingleQuotationCharacter,1,0,question,"Pattern Matching",200
Pattern_Matching_question4,AndLogicalOperator,1,0,question,"Pattern Matching",200
DataSelection17,SelectStatement,1,0,example,"Pattern Matching",200
Pattern_Matching_question2,PercentCharacter,1,1,question,"Pattern Matching",200
Pattern_Matching_question4,LikePredicate,1,1,question,"Pattern Matching",200
DataSelection17,WhereClause,1,0,example,"Pattern Matching",200
Pattern_Matching_question2,SingleTableSelection,1,0,question,"Pattern Matching",200
Pattern_Matching_question4,StringPatternMatching,1,1,question,"Pattern Matching",200
DataSelection17,RightWhitespaceTrim,1,1,example,"Pattern Matching",200
Pattern_Matching_question1,SingleQuotationCharacter,1,0,question,"Pattern Matching",200
Pattern_Matching_question4,"Pattern Matching",0.38,1,question,"Pattern Matching",200
Pattern_Matching_question5,LikePredicate,1,1,question,"Pattern Matching",200
Pattern_Matching_question1,PercentCharacter,1,1,question,"Pattern Matching",200
Pattern_Matching_question3,MultipleAttributeSelection,1,0,question,"Pattern Matching",200
Pattern_Matching_question3,SubstringMatching,1,1,question,"Pattern Matching",200
Pattern_Matching_question5,SubstringMatching,1,1,question,"Pattern Matching",200
Multiple_Table_question2,EqualComparison,1,0,question,"Multiple Table Queries",220
Multiple_Table_question4,MultipleAttributeSelection,1,0,question,"Multiple Table Queries",220
Multiple_Table_question5,AttributeName,1,0,question,"Multiple Table Queries",220
Multiple_Table_question5,FromClause,1,0,question,"Multiple Table Queries",220
Multiple_Table_question2,MultipleTableSelection,1,1,question,"Multiple Table Queries",220
Multiple_Table_question3,AttributeName,1,0,question,"Multiple Table Queries",220
Multiple_Table_question5,DotCharacter,1,1,question,"Multiple Table Queries",220
DataSelection16,MultipleTableSelection,1,0,example,"Multiple Table Queries",220
Multiple_Table_question1,AndLogicalOperator,1,0,question,"Multiple Table Queries",220
Multiple_Table_question3,StringType,1,0,question,"Multiple Table Queries",220
Multiple_Table_question5,AndLogicOperation,1,1,question,"Multiple Table Queries",220
DataSelection16,TableAlias,1,0,example,"Multiple Table Queries",220
Multiple_Table_question3,EqualComparison,1,1,question,"Multiple Table Queries",220
Multiple_Table_question5,IntegrityConstraint,1,1,question,"Multiple Table Queries",220
DataSelection10,SingleQuotationCharacter,1,0,example,"Multiple Table Queries",220
Multiple_Table_question1,EquiWhereJoin,1,1,question,"Multiple Table Queries",220
Multiple_Table_question3,SingleAttributeSelection,1,0,question,"Multiple Table Queries",220
Multiple_Table_question4,SelectStatement,1,0,question,"Multiple Table Queries",220
DataSelection10,SelectClause,1,0,example,"Multiple Table Queries",220
Multiple_Table_question1,TableAlias,1,1,question,"Multiple Table Queries",220
Multiple_Table_question2,FromClause,1,0,question,"Multiple Table Queries",220
Multiple_Table_question4,WhereClause,1,0,question,"Multiple Table Queries",220
DataSelection10,TableAlias,1,0,example,"Multiple Table Queries",220
Multiple_Table_question2,DotCharacter,1,1,question,"Multiple Table Queries",220
Multiple_Table_question4,TableAlias,1,1,question,"Multiple Table Queries",220
DataSelection10,FixedLengthCharacterString,1,1,example,"Multiple Table Queries",220
Multiple_Table_question2,AndLogicOperation,1,1,question,"Multiple Table Queries",220
Multiple_Table_question1,IntegrityConstraint,1,1,question,"Multiple Table Queries",220
Multiple_Table_question4,"Multiple Table Queries",0.38,1,question,"Multiple Table Queries",220
Multiple_Table_question5,EquiWhereJoin,1,1,question,"Multiple Table Queries",220
DataSelection16,EquiWhereJoin,1,0,example,"Multiple Table Queries",220
Multiple_Table_question2,IntegrityConstraint,1,1,question,"Multiple Table Queries",220
Multiple_Table_question3,Column,1,0,question,"Multiple Table Queries",220
Multiple_Table_question5,SingleTableSelection,1,0,question,"Multiple Table Queries",220
DataSelection16,AsClause,1,0,example,"Multiple Table Queries",220
Multiple_Table_question1,SelectStatement,1,0,question,"Multiple Table Queries",220
Multiple_Table_question3,EqualComparison,1,0,question,"Multiple Table Queries",220
Multiple_Table_question5,MultipleAttributeSelection,1,0,question,"Multiple Table Queries",220
DataSelection10,AndLogicalOperator,1,0,example,"Multiple Table Queries",220
Multiple_Table_question3,MultipleTableSelection,1,1,question,"Multiple Table Queries",220
Multiple_Table_question4,AttributeName,1,0,question,"Multiple Table Queries",220
DataSelection10,EquiWhereJoin,1,0,example,"Multiple Table Queries",220
Multiple_Table_question1,SingleTableSelection,1,0,question,"Multiple Table Queries",220
Multiple_Table_question2,AndLogicalOperator,1,0,question,"Multiple Table Queries",220
Multiple_Table_question4,StringType,1,0,question,"Multiple Table Queries",220
DataSelection10,EqualComparison,1,0,example,"Multiple Table Queries",220
Multiple_Table_question2,EquiWhereJoin,1,1,question,"Multiple Table Queries",220
Multiple_Table_question4,EqualComparison,1,1,question,"Multiple Table Queries",220
DataSelection10,CountingNoInColumn,1,1,example,"Multiple Table Queries",220
Multiple_Table_question2,SingleTableSelection,1,0,question,"Multiple Table Queries",220
Multiple_Table_question4,SingleAttributeSelection,1,0,question,"Multiple Table Queries",220
Multiple_Table_question5,SelectStatement,1,0,question,"Multiple Table Queries",220
DataSelection16,FromClause,1,0,example,"Multiple Table Queries",220
Multiple_Table_question2,MultipleAttributeSelection,1,0,question,"Multiple Table Queries",220
Multiple_Table_question3,FromClause,1,0,question,"Multiple Table Queries",220
Multiple_Table_question5,WhereClause,1,0,question,"Multiple Table Queries",220
DataSelection16,CommaCharacter,1,0,example,"Multiple Table Queries",220
Multiple_Table_question1,AttributeName,1,0,question,"Multiple Table Queries",220
Multiple_Table_question3,DotCharacter,1,1,question,"Multiple Table Queries",220
Multiple_Table_question5,TableAlias,1,1,question,"Multiple Table Queries",220
DataSelection16,UnionOfTwoTupleSets,1,1,example,"Multiple Table Queries",220
Multiple_Table_question3,AndLogicOperation,1,1,question,"Multiple Table Queries",220
Multiple_Table_question5,"Multiple Table Queries",0.38,1,question,"Multiple Table Queries",220
DataSelection10,FromClause,1,0,example,"Multiple Table Queries",220
Multiple_Table_question1,DotCharacter,1,1,question,"Multiple Table Queries",220
Multiple_Table_question3,IntegrityConstraint,1,1,question,"Multiple Table Queries",220
Multiple_Table_question4,Column,1,0,question,"Multiple Table Queries",220
DataSelection10,DotCharacter,1,0,example,"Multiple Table Queries",220
Multiple_Table_question1,MultipleTableSelection,1,1,question,"Multiple Table Queries",220
Multiple_Table_question2,SelectStatement,1,0,question,"Multiple Table Queries",220
Multiple_Table_question4,EqualComparison,1,0,question,"Multiple Table Queries",220
DataSelection10,SetOperation,1,1,example,"Multiple Table Queries",220
Multiple_Table_question2,WhereClause,1,0,question,"Multiple Table Queries",220
Multiple_Table_question4,MultipleTableSelection,1,1,question,"Multiple Table Queries",220
Multiple_Table_question5,AndLogicalOperator,1,0,question,"Multiple Table Queries",220
Multiple_Table_question2,TableAlias,1,1,question,"Multiple Table Queries",220
Multiple_Table_question1,"Multiple Table Queries",0.38,1,question,"Multiple Table Queries",220
Multiple_Table_question3,AndLogicalOperator,1,0,question,"Multiple Table Queries",220
Multiple_Table_question5,StringType,1,0,question,"Multiple Table Queries",220
DataSelection16,MultipleAttributeSelection,1,0,example,"Multiple Table Queries",220
Multiple_Table_question2,"Multiple Table Queries",0.38,1,question,"Multiple Table Queries",220
Multiple_Table_question3,EquiWhereJoin,1,1,question,"Multiple Table Queries",220
Multiple_Table_question5,EqualComparison,1,1,question,"Multiple Table Queries",220
DataSelection16,WhereClause,1,0,example,"Multiple Table Queries",220
Multiple_Table_question1,Column,1,0,question,"Multiple Table Queries",220
Multiple_Table_question3,SingleTableSelection,1,0,question,"Multiple Table Queries",220
Multiple_Table_question5,SingleAttributeSelection,1,0,question,"Multiple Table Queries",220
DataSelection10,AttributeName,1,0,example,"Multiple Table Queries",220
Multiple_Table_question3,MultipleAttributeSelection,1,0,question,"Multiple Table Queries",220
Multiple_Table_question4,FromClause,1,0,question,"Multiple Table Queries",220
DataSelection10,MultipleAttributeSelection,1,0,example,"Multiple Table Queries",220
Multiple_Table_question1,EqualComparison,1,1,question,"Multiple Table Queries",220
Multiple_Table_question2,AttributeName,1,0,question,"Multiple Table Queries",220
Multiple_Table_question4,DotCharacter,1,1,question,"Multiple Table Queries",220
DataSelection10,SingleTableSelection,1,0,example,"Multiple Table Queries",220
Multiple_Table_question2,StringType,1,0,question,"Multiple Table Queries",220
Multiple_Table_question4,AndLogicOperation,1,1,question,"Multiple Table Queries",220
DataSelection10,ReferentialAction,1,1,example,"Multiple Table Queries",220
Multiple_Table_question2,EqualComparison,1,1,question,"Multiple Table Queries",220
Multiple_Table_question1,SingleAttributeSelection,1,0,question,"Multiple Table Queries",220
Multiple_Table_question4,IntegrityConstraint,1,1,question,"Multiple Table Queries",220
Multiple_Table_question5,Column,1,0,question,"Multiple Table Queries",220
DataSelection16,SelectStatement,1,0,example,"Multiple Table Queries",220
Multiple_Table_question2,SingleAttributeSelection,1,0,question,"Multiple Table Queries",220
Multiple_Table_question3,SelectStatement,1,0,question,"Multiple Table Queries",220
Multiple_Table_question5,EqualComparison,1,0,question,"Multiple Table Queries",220
DataSelection16,SelectClause,1,0,example,"Multiple Table Queries",220
Multiple_Table_question1,FromClause,1,0,question,"Multiple Table Queries",220
Multiple_Table_question3,WhereClause,1,0,question,"Multiple Table Queries",220
Multiple_Table_question5,MultipleTableSelection,1,1,question,"Multiple Table Queries",220
DataSelection16,CountingRows,1,1,example,"Multiple Table Queries",220
Multiple_Table_question3,TableAlias,1,1,question,"Multiple Table Queries",220
Multiple_Table_question4,AndLogicalOperator,1,0,question,"Multiple Table Queries",220
DataSelection10,SelectStatement,1,0,example,"Multiple Table Queries",220
Multiple_Table_question1,WhereClause,1,0,question,"Multiple Table Queries",220
Multiple_Table_question3,"Multiple Table Queries",0.38,1,question,"Multiple Table Queries",220
Multiple_Table_question4,EquiWhereJoin,1,1,question,"Multiple Table Queries",220
DataSelection10,WhereClause,1,0,example,"Multiple Table Queries",220
Multiple_Table_question1,MultipleAttributeSelection,1,0,question,"Multiple Table Queries",220
Multiple_Table_question2,Column,1,0,question,"Multiple Table Queries",220
Multiple_Table_question4,SingleTableSelection,1,0,question,"Multiple Table Queries",220
DataSelection10,NegativeSetMembership,1,1,example,"Multiple Table Queries",220
DataSelection18,CountingRows,1,1,example,ORDER-BY,240
Order-By_question2,FromClause,1,0,question,ORDER-BY,240
Order-By_question1,ORDER-BY,0.43,1,question,ORDER-BY,240
Order-By_question4,OrderingByMultipleAttributes,1,1,question,ORDER-BY,240
Order-By_question2,DomainType,1,1,question,ORDER-BY,240
Order-By_question4,AscendingOrdering,1,1,question,ORDER-BY,240
Order-By_question2,EqualComparison,1,0,question,ORDER-BY,240
Order-By_question3,SingleQuotationCharacter,1,0,question,ORDER-BY,240
Order-By_question3,Tuple,1,0,question,ORDER-BY,240
Order-By_question4,MultipleAttributeSelection,1,0,question,ORDER-BY,240
Order-By_question2,AttributeColumn,1,0,question,ORDER-BY,240
DataSelection18,SelectStatement,1,0,example,ORDER-BY,240
Order-By_question3,WhereClause,1,0,question,ORDER-BY,240
Order-By_question3,OrderingBySingleAttribute,1,1,question,ORDER-BY,240
Order-By_question1,FromClause,1,0,question,ORDER-BY,240
DataSelection18,SelectClause,1,0,example,ORDER-BY,240
Order-By_question3,SingleAttributeSelection,1,0,question,ORDER-BY,240
Order-By_question1,DomainType,1,1,question,ORDER-BY,240
DataSelection18,NegativeSetMembership,1,1,example,ORDER-BY,240
Order-By_question2,OrderingBySingleAttribute,1,1,question,ORDER-BY,240
Order-By_question1,SingleAttributeSelection,1,0,question,ORDER-BY,240
Order-By_question4,AttributeName,1,0,question,ORDER-BY,240
Order-By_question2,NumericType,1,0,question,ORDER-BY,240
Order-By_question4,Tuple,1,0,question,ORDER-BY,240
Order-By_question2,SelectClause,1,0,question,ORDER-BY,240
Order-By_question2,SingleTableSelection,1,0,question,ORDER-BY,240
Order-By_question3,SelectStatement,1,0,question,ORDER-BY,240
Order-By_question4,AscendingOrder,1,1,question,ORDER-BY,240
DataSelection18,DistinctClause,1,0,example,ORDER-BY,240
Order-By_question3,DescendingOrdering,1,1,question,ORDER-BY,240
Order-By_question3,AttributeName,1,0,question,ORDER-BY,240
Order-By_question1,Instance,1,0,question,ORDER-BY,240
DataSelection18,MultipleTableSelection,1,0,example,ORDER-BY,240
Order-By_question3,EqualComparison,1,1,question,ORDER-BY,240
Order-By_question1,MultipleAttributeSelection,1,0,question,ORDER-BY,240
DataSelection18,SingleAttributeSelection,1,0,example,ORDER-BY,240
Order-By_question2,AttributeName,1,0,question,ORDER-BY,240
Order-By_question1,AscendingOrder,1,1,question,ORDER-BY,240
DataSelection18,ReferentialAction,1,1,example,ORDER-BY,240
Order-By_question2,AllAttributeSelection,1,0,question,ORDER-BY,240
Order-By_question4,FromClause,1,0,question,ORDER-BY,240
Order-By_question2,StringType,1,0,question,ORDER-BY,240
Order-By_question4,SelectClause,1,0,question,ORDER-BY,240
Order-By_question2,AscendingOrder,1,1,question,ORDER-BY,240
Order-By_question3,FromClause,1,0,question,ORDER-BY,240
Order-By_question3,DomainType,1,1,question,ORDER-BY,240
Order-By_question4,AttributeColumn,1,0,question,ORDER-BY,240
Order-By_question2,ORDER-BY,0.43,1,question,ORDER-BY,240
DataSelection18,EquiWhereJoin,1,0,example,ORDER-BY,240
Order-By_question3,EqualComparison,1,0,question,ORDER-BY,240
Order-By_question1,AllAttributeSelection,1,0,question,ORDER-BY,240
DataSelection18,AsClause,1,0,example,ORDER-BY,240
Order-By_question3,AttributeColumn,1,0,question,ORDER-BY,240
Order-By_question1,AscendingOrdering,1,1,question,ORDER-BY,240
DataSelection18,TupleVariable,1,1,example,ORDER-BY,240
Order-By_question2,SingleQuotationCharacter,1,0,question,ORDER-BY,240
Order-By_question1,AttributeColumn,1,0,question,ORDER-BY,240
Order-By_question4,Instance,1,0,question,ORDER-BY,240
Order-By_question2,Tuple,1,0,question,ORDER-BY,240
Order-By_question4,DomainType,1,1,question,ORDER-BY,240
Order-By_question2,WhereClause,1,0,question,ORDER-BY,240
Order-By_question3,MultipleAttributeSelection,1,0,question,ORDER-BY,240
Order-By_question4,SingleTableSelection,1,0,question,ORDER-BY,240
Order-By_question2,SingleAttributeSelection,1,0,question,ORDER-BY,240
DataSelection18,FromClause,1,0,example,ORDER-BY,240
Order-By_question3,SelectClause,1,0,question,ORDER-BY,240
Order-By_question3,Instance,1,0,question,ORDER-BY,240
Order-By_question1,OrderingBySingleAttribute,1,1,question,ORDER-BY,240
DataSelection18,CommaCharacter,1,0,example,ORDER-BY,240
Order-By_question3,SingleTableSelection,1,0,question,ORDER-BY,240
Order-By_question1,Tuple,1,0,question,ORDER-BY,240
DataSelection18,TableAlias,1,0,example,ORDER-BY,240
Order-By_question2,Instance,1,0,question,ORDER-BY,240
Order-By_question1,SingleTableSelection,1,0,question,ORDER-BY,240
DataSelection18,IntegrityOnUpdate,1,1,example,ORDER-BY,240
Order-By_question2,SelectStatement,1,0,question,ORDER-BY,240
Order-By_question4,SelectStatement,1,0,question,ORDER-BY,240
Order-By_question2,AscendingOrdering,1,1,question,ORDER-BY,240
Order-By_question4,SingleAttributeSelection,1,0,question,ORDER-BY,240
Order-By_question2,EqualComparison,1,1,question,ORDER-BY,240
Order-By_question3,AllAttributeSelection,1,0,question,ORDER-BY,240
Order-By_question3,StringType,1,0,question,ORDER-BY,240
Order-By_question4,ORDER-BY,0.43,1,question,ORDER-BY,240
Order-By_question1,AttributeName,1,0,question,ORDER-BY,240
DataSelection18,AscendingOrdering,1,0,example,ORDER-BY,240
Order-By_question3,DescendingOrder,1,1,question,ORDER-BY,240
Order-By_question1,SelectStatement,1,0,question,ORDER-BY,240
DataSelection18,WhereClause,1,0,example,ORDER-BY,240
Order-By_question3,ORDER-BY,0.43,1,question,ORDER-BY,240
Order-By_question1,SelectClause,1,0,question,ORDER-BY,240
DataSelection31,WhereClause,1,0,example,"Set Operations",260
DataSelection19,SingleAttributeSelection,1,0,example,"Set Operations",260
DataSelection30,GreaterThanComparison,1,0,example,"Set Operations",260
Set_Operations_question1,SingleQuotationCharacter,1,0,question,"Set Operations",260
DataSelection30,EqualComparison,1,0,example,"Set Operations",260
DataSelection31,SubstringExtraction,1,1,example,"Set Operations",260
Set_Operations_question1,MultipleTableSelection,1,0,question,"Set Operations",260
DataSelection30,ReferentialAction,1,1,example,"Set Operations",260
DataSelection30,SelectStatement,1,0,example,"Set Operations",260
Set_Operations_question1,MultipleTableSelection,1,1,question,"Set Operations",260
DataSelection21,BracketCharacter,1,0,example,"Set Operations",260
DataSelection20,FromClause,1,0,example,"Set Operations",260
DataSelection31,SingleQuotationCharacter,1,0,example,"Set Operations",260
DataSelection20,SingleAttributeSelection,1,0,example,"Set Operations",260
DataSelection31,BracketCharacter,1,0,example,"Set Operations",260
DataSelection19,BracketCharacter,1,0,example,"Set Operations",260
DataSelection30,StringType,1,0,example,"Set Operations",260
DataSelection19,UnionOfTwoTupleSetsWithDuplicate,1,1,example,"Set Operations",260
DataSelection30,WhereClause,1,0,example,"Set Operations",260
DataSelection31,SingleTableSelection,1,0,example,"Set Operations",260
Set_Operations_question1,Column,1,0,question,"Set Operations",260
DataSelection30,SubstringExtraction,1,1,example,"Set Operations",260
DataSelection30,SingleQuotationCharacter,1,0,example,"Set Operations",260
Set_Operations_question1,UnionOfTwoTupleSets,1,1,question,"Set Operations",260
DataSelection21,SelectStatement,1,0,example,"Set Operations",260
DataSelection21,SingleTableSelection,1,0,example,"Set Operations",260
DataSelection20,BracketCharacter,1,0,example,"Set Operations",260
DataSelection31,StringType,1,0,example,"Set Operations",260
DataSelection19,FromClause,1,0,example,"Set Operations",260
DataSelection31,SingleAttributeSelection,1,0,example,"Set Operations",260
DataSelection19,SingleTableSelection,1,0,example,"Set Operations",260
DataSelection30,BracketCharacter,1,0,example,"Set Operations",260
Set_Operations_question1,FromClause,1,0,question,"Set Operations",260
DataSelection30,SingleTableSelection,1,0,example,"Set Operations",260
DataSelection31,Assertion,1,1,example,"Set Operations",260
Set_Operations_question1,SelectClause,1,0,question,"Set Operations",260
DataSelection30,VariableLengthCharaterString,1,1,example,"Set Operations",260
Set_Operations_question1,MultipleAttributeSelection,1,0,question,"Set Operations",260
DataSelection21,SelectClause,1,0,example,"Set Operations",260
DataSelection20,SelectStatement,1,0,example,"Set Operations",260
DataSelection31,FromClause,1,0,example,"Set Operations",260
DataSelection20,SingleTableSelection,1,0,example,"Set Operations",260
DataSelection31,SelectClause,1,0,example,"Set Operations",260
DataSelection19,SelectClause,1,0,example,"Set Operations",260
DataSelection30,AnyPredicate,1,0,example,"Set Operations",260
Set_Operations_question1,AttributeName,1,0,question,"Set Operations",260
DataSelection30,SingleAttributeSelection,1,0,example,"Set Operations",260
DataSelection31,SimpleSubquery,1,0,example,"Set Operations",260
Set_Operations_question1,StringType,1,0,question,"Set Operations",260
DataSelection30,Assertion,1,1,example,"Set Operations",260
DataSelection30,FromClause,1,0,example,"Set Operations",260
Set_Operations_question1,EqualComparison,1,0,question,"Set Operations",260
DataSelection21,ExceptOperation,1,0,example,"Set Operations",260
DataSelection21,SetDefaultReferentialAction,1,1,example,"Set Operations",260
DataSelection31,AllPredicate,1,0,example,"Set Operations",260
DataSelection20,SelectClause,1,0,example,"Set Operations",260
DataSelection31,GreaterThanComparison,1,0,example,"Set Operations",260
DataSelection19,SelectStatement,1,0,example,"Set Operations",260
DataSelection31,EqualComparison,1,0,example,"Set Operations",260
DataSelection19,UnionOperation,1,0,example,"Set Operations",260
DataSelection30,SelectClause,1,0,example,"Set Operations",260
Set_Operations_question1,SelectStatement,1,0,question,"Set Operations",260
DataSelection30,SimpleSubquery,1,0,example,"Set Operations",260
